Flat_Price,BHK,Location,Total_Sq.ft
0.3,2.0,Abdalpur,900.0
0.3,2.0,Abdalpur,900.0
0.33,2.0,Adarsha Nagar,1200.0
0.33,2.0,Adarsha Nagar,1200.0
0.5,4.0,Agarpara,3200.0
0.4,2.0,Agarpara,1000.0
0.5,4.0,Agarpara,3200.0
0.4,2.0,Agarpara,1000.0
0.55,3.0,Agarpara,1600.0
0.55,3.0,Agarpara,1600.0
0.8,4.0,Agarpara,1500.0
0.48,4.0,Agarpara,1200.0
0.8,4.0,Agarpara,1500.0
0.48,4.0,Agarpara,1200.0
0.46,5.0,Agarpara,1660.0
0.46,5.0,Agarpara,1660.0
0.95,3.0,Agarpara,3000.0
0.95,3.0,Agarpara,3000.0
0.95,3.0,Agarpara,3000.0
0.38,3.0,Agarpara,1250.0
0.38,3.0,Agarpara,1250.0
0.5,3.0,Agarpara,1440.0
1.0,5.0,Agarpara,1500.0
0.5,3.0,Agarpara,1440.0
1.0,5.0,Agarpara,1500.0
1.0,5.0,Agarpara,1500.0
1.0,5.0,Agarpara,1500.0
0.45,3.0,Agarpara,3600.0
0.45,3.0,Agarpara,3600.0
0.55,5.0,Agarpara,1500.0
0.55,5.0,Agarpara,1500.0
0.75,5.0,Agarpara,2500.0
0.75,5.0,Agarpara,5000.0
0.75,5.0,Agarpara,2500.0
0.75,5.0,Agarpara,5000.0
0.85,4.0,Airport,2270.0
0.85,4.0,Airport,2270.0
0.85,3.0,Airport,1000.0
0.85,3.0,Airport,1000.0
50.6,10.0,Alipore,15000.0
50.6,10.0,Alipore,15000.0
38.0,8.0,Alipore,15000.0
8.5,8.0,Alipore,8000.0
14.0,10.0,Alipore,15000.0
38.0,8.0,Alipore,15000.0
8.5,8.0,Alipore,8000.0
14.0,10.0,Alipore,15000.0
2.8,7.0,Alipore,3300.0
0.35,2.0,Alipore,1000.0
0.35,2.0,Alipore,1000.0
0.8,5.0,Alipore,1800.0
0.8,5.0,Alipore,1800.0
2.4,6.0,Alipore,4200.0
2.4,6.0,Alipore,4200.0
8.25,6.0,Alipore,10000.0
8.25,6.0,Alipore,10000.0
0.45,2.0,Alipore,750.0
0.45,2.0,Alipore,750.0
0.75,4.0,Alipore,1200.0
0.5,2.0,Amtala,9720.0
0.5,2.0,Amtala,9720.0
0.8,2.0,Amtala,1440.0
0.8,2.0,Amtala,1440.0
1.1,3.0,Amtala,1400.0
1.1,3.0,Amtala,1400.0
0.5,2.0,Amtala,1600.0
0.5,2.0,Amtala,1600.0
0.32,5.0,Amtala,2160.0
0.32,5.0,Amtala,2160.0
0.13,2.0,Amtala,1440.0
0.13,2.0,Amtala,1440.0
0.5,5.0,Amtala,1900.0
0.65,6.0,Ariadaha,1600.0
0.65,6.0,Ariadaha,1600.0
0.5,3.0,Ariadaha,900.0
0.5,3.0,Ariadaha,900.0
1.6,9.0,Ariadaha,2750.0
1.6,9.0,Ariadaha,2750.0
0.65,4.0,Ariadaha,1600.0
0.65,4.0,Ariadaha,1600.0
1.4,5.0,Ariadaha,2500.0
1.4,6.0,Ariadaha,2858.0
1.4,5.0,Ariadaha,2500.0
1.4,6.0,Ariadaha,2858.0
1.4,5.0,Ariadaha,2500.0
0.24,2.0,Ariadaha,740.0
0.24,2.0,Ariadaha,740.0
1.25,6.0,Ariadaha,2000.0
1.25,6.0,Ariadaha,2000.0
0.8,3.0,Ariadaha,1200.0
0.8,3.0,Ariadaha,1200.0
0.625,2.0,Ariadaha,1800.0
0.625,2.0,Ariadaha,1800.0
1.6,7.0,Ashokgarh,2883.0
1.6,7.0,Ashokgarh,2883.0
1.6,7.0,Ashokgarh,2883.0
0.22,2.0,Ashokgarh,740.0
0.45,1.0,Aurobindo Park,1744.0
0.45,1.0,Aurobindo Park,1744.0
0.6,2.0,Badartala,1200.0
0.6,2.0,Badartala,1200.0
1.0,4.0,Baghajatin,1470.0
1.1,4.0,Baghajatin,1440.0
1.1,4.0,Baghajatin,1440.0
0.92,4.0,Baghajatin,2100.0
0.92,4.0,Baghajatin,2100.0
0.65,4.0,Baghajatin,1200.0
0.65,4.0,Baghajatin,1200.0
0.95,4.0,Baghajatin,1420.0
0.95,4.0,Baghajatin,1420.0
1.6,6.0,Baghajatin,2250.0
1.6,6.0,Baghajatin,2250.0
0.65,3.0,Baghajatin,1440.0
0.75,3.0,Baghajatin,2160.0
0.65,3.0,Baghajatin,1440.0
0.75,3.0,Baghajatin,2160.0
1.3,8.0,Baghajatin,3500.0
0.95,4.0,Baghajatin,1470.0
0.95,4.0,Baghajatin,1470.0
1.3,8.0,Baghajatin,3500.0
0.95,4.0,Baghajatin,1470.0
0.95,4.0,Baghajatin,1470.0
2.0,4.0,Baghajatin,2500.0
2.0,4.0,Baghajatin,2500.0
0.6,3.0,Baghajatin,1050.0
0.6,3.0,Baghajatin,1050.0
1.4,9.0,Baghajatin,3600.0
1.4,9.0,Baghajatin,3600.0
0.9,10.0,Baghajatin,2500.0
1.5,5.0,Baghajatin,2000.0
0.9,10.0,Baghajatin,2500.0
1.5,5.0,Baghajatin,2000.0
1.3,4.0,Baghbazar,2800.0
1.3,4.0,Baghbazar,2800.0
1.0,3.0,Baghbazar,1800.0
1.0,3.0,Baghbazar,1800.0
1.7,10.0,Baghbazar,2500.0
1.7,10.0,Baghbazar,2500.0
0.25,2.0,Baghbazar,750.0
0.4,2.0,Baghbazar,800.0
0.25,2.0,Baghbazar,750.0
0.4,2.0,Baghbazar,800.0
0.6,7.0,Bagmari,2500.0
0.6,7.0,Bagmari,2500.0
0.15,2.0,Bagnan,600.0
0.15,2.0,Bagnan,600.0
0.22,3.0,Bagnan,1000.0
0.22,3.0,Bagnan,1000.0
0.29,3.0,Bagpota,1500.0
0.29,3.0,Bagpota,1500.0
0.14,1.0,Bagpota,450.0
0.155,1.0,Bagpota,500.0
0.155,1.0,Bagpota,350.0
0.155,1.0,Bagpota,500.0
0.155,1.0,Bagpota,350.0
1.5,4.0,Baguiati,1750.0
1.5,4.0,Baguiati,1750.0
0.5,4.0,Baguiati,1300.0
0.5,4.0,Baguiati,1300.0
0.46,1.0,Baguiati,1357.0
0.46,1.0,Baguiati,1357.0
0.8,3.0,Baguiati,850.0
0.8,3.0,Baguiati,850.0
0.75,7.0,Baguiati,2300.0
0.75,5.0,Baguiati,2000.0
0.75,7.0,Baguiati,2300.0
0.75,5.0,Baguiati,2000.0
0.8,6.0,Baguiati,2400.0
0.8,6.0,Baguiati,2400.0
3.25,7.0,Baguiati,4150.0
3.25,7.0,Baguiati,4150.0
1.5,9.0,Baguiati,3000.0
1.5,9.0,Baguiati,3000.0
0.42,3.0,Baguiati,1260.0
0.42,3.0,Baguiati,1260.0
2.55,5.0,Baguiati,3600.0
0.55,2.0,Baguiati,900.0
0.55,2.0,Baguiati,900.0
1.05,6.0,Baguihati,4000.0
1.05,6.0,Baguihati,4000.0
0.9,4.0,Baguihati,2500.0
0.9,4.0,Baguihati,2500.0
0.51,2.0,Baguihati,800.0
0.51,2.0,Baguihati,800.0
0.75,6.0,Baguihati,3200.0
0.75,6.0,Baguihati,3200.0
1.5,8.0,Baishnabghata Patuli Township,3000.0
1.5,8.0,Baishnabghata Patuli Township,3000.0
0.9,3.0,Baishnabghata Patuli Township,1200.0
0.9,3.0,Baishnabghata Patuli Township,1200.0
2.5,5.0,Baishnabghata Patuli Township,3000.0
2.5,5.0,Baishnabghata Patuli Township,3000.0
1.0,7.0,Baishnabghata Patuli Township,3001.0
1.0,7.0,Baishnabghata Patuli Township,3001.0
0.42,2.0,Baishnabghata Patuli Township,810.0
0.42,2.0,Baishnabghata Patuli Township,810.0
0.8,3.0,Baishnabghata Patuli Township,2500.0
0.8,3.0,Baishnabghata Patuli Township,1650.0
0.22,2.0,Baishnabghata Patuli Township,600.0
0.8,3.0,Baishnabghata Patuli Township,2500.0
0.8,3.0,Baishnabghata Patuli Township,1650.0
0.22,2.0,Baishnabghata Patuli Township,600.0
1.8,5.0,Baishnabghata Patuli Township,1900.0
1.8,5.0,Baishnabghata Patuli Township,1900.0
0.14,1.0,Baishnabghata Patuli Township,400.0
0.14,1.0,Baishnabghata Patuli Township,400.0
0.85,6.0,Baishnabghata Patuli Township,3200.0
0.85,6.0,Baishnabghata Patuli Township,3800.0
0.85,6.0,Baishnabghata Patuli Township,3200.0
0.85,6.0,Baishnabghata Patuli Township,3800.0
0.7,2.0,Baishnabghata Patuli Township,1200.0
0.7,2.0,Baishnabghata Patuli Township,1200.0
1.9,4.0,Baithakkhana,1480.0
1.9,4.0,Baithakkhana,1480.0
1.8,4.0,Baithakkhana,2880.0
1.8,4.0,Baithakkhana,2880.0
0.25,2.0,Baithakkhana,700.0
0.25,2.0,Baithakkhana,700.0
8.5,6.0,Ballygunge,4200.0
45.0,10.0,Ballygunge,15000.0
45.0,10.0,Ballygunge,15000.0
12.0,5.0,Ballygunge,4753.0
12.0,5.0,Ballygunge,4753.0
9.0,10.0,Ballygunge,7500.0
9.0,10.0,Ballygunge,7500.0
1.6,4.0,Ballygunge,2400.0
5.0,8.0,Ballygunge,4500.0
1.6,4.0,Ballygunge,2400.0
5.0,8.0,Ballygunge,4500.0
5.5,10.0,Ballygunge,4200.0
5.5,10.0,Ballygunge,4200.0
32.0,10.0,Ballygunge,15000.0
32.0,10.0,Ballygunge,15000.0
15.6,10.0,Ballygunge,8000.0
15.6,10.0,Ballygunge,8000.0
12.0,10.0,Ballygunge,4000.0
7.0,6.0,Ballygunge,5300.0
12.0,10.0,Ballygunge,4000.0
7.0,6.0,Ballygunge,5300.0
24.0,10.0,Ballygunge,10000.0
35.0,8.0,Ballygunge,10000.0
24.0,10.0,Ballygunge,10000.0
35.0,8.0,Ballygunge,10000.0
2.0,2.0,Ballygunge,2200.0
2.0,2.0,Ballygunge,2200.0
10.0,10.0,Ballygunge,7500.0
10.0,10.0,Ballygunge,7500.0
4.8,8.0,Ballygunge,3000.0
8.0,10.0,Ballygunge,10000.0
4.8,8.0,Ballygunge,3000.0
8.0,10.0,Ballygunge,10000.0
12.8,7.0,Ballygunge,8000.0
12.8,7.0,Ballygunge,8000.0
6.5,10.0,Ballygunge,6000.0
6.5,10.0,Ballygunge,6000.0
0.95,6.0,Ballygunge,2100.0
0.95,6.0,Ballygunge,2100.0
5.0,8.0,Ballygunge,6500.0
5.0,8.0,Ballygunge,6500.0
2.15,4.0,Ballygunge,8000.0
2.15,4.0,Ballygunge,8000.0
0.32,2.0,Ballygunge,750.0
0.32,2.0,Ballygunge,750.0
3.5,3.0,Ballygunge,2000.0
3.5,3.0,Ballygunge,2000.0
2.1,7.0,Ballygunge,3000.0
2.1,7.0,Ballygunge,3000.0
4.5,6.0,Ballygunge,7500.0
3.0,4.0,Ballygunge,3000.0
4.5,6.0,Ballygunge,7500.0
3.0,4.0,Ballygunge,3000.0
3.2,5.0,Ballygunge,2700.0
3.2,5.0,Ballygunge,2700.0
2.25,4.0,Ballygunge,1075.0
2.25,4.0,Ballygunge,1075.0
6.3,5.0,Ballygunge,5000.0
6.3,5.0,Ballygunge,5000.0
0.5,3.0,Ballygunge,1000.0
0.5,3.0,Ballygunge,1000.0
0.95,3.0,Ballygunge,1500.0
0.95,3.0,Ballygunge,1500.0
0.23,2.0,Bamangachhi,1500.0
0.23,2.0,Bamangachhi,1500.0
0.22,2.0,Bamangachhi,1200.0
0.22,2.0,Bamangachhi,1200.0
0.22,2.0,Bamunpara,1100.0
0.22,2.0,Bamunpara,1100.0
0.5,2.0,Bangaon,900.0
0.5,2.0,Bangaon,900.0
0.5,7.0,Bangaon,14400.0
0.5,7.0,Bangaon,14400.0
0.45,4.0,Bansdroni,1300.0
0.45,4.0,Bansdroni,1300.0
0.22,2.0,Bansdroni,1200.0
0.75,4.0,Bansdroni,2000.0
0.75,4.0,Bansdroni,2000.0
2.0,6.0,Bansdroni,7200.0
2.0,6.0,Bansdroni,7200.0
1.0,6.0,Bansdroni,3000.0
1.0,6.0,Bansdroni,3000.0
0.7,3.0,Bansdroni,2200.0
0.7,3.0,Bansdroni,2200.0
1.15,5.0,Bansdroni,3000.0
1.15,5.0,Bansdroni,3000.0
0.7,3.0,Bansdroni,2000.0
0.7,3.0,Bansdroni,2000.0
1.5,5.0,Bansdroni,3000.0
1.5,5.0,Bansdroni,3000.0
0.7,3.0,Bansdroni,2000.0
0.7,3.0,Bansdroni,2000.0
1.5,5.0,Bansdroni,3000.0
1.5,5.0,Bansdroni,3000.0
1.5,6.0,Bansdroni,2400.0
0.5,7.0,Bansdroni,2500.0
1.5,6.0,Bansdroni,2400.0
0.5,7.0,Bansdroni,2500.0
0.55,4.0,Bansdroni,1400.0
0.55,4.0,Bansdroni,1400.0
0.85,4.0,Bansdroni,1500.0
0.85,4.0,Bansdroni,1500.0
1.0,5.0,Bansdroni,2500.0
1.0,5.0,Bansdroni,2500.0
1.0,5.0,Bansdroni,2500.0
1.0,5.0,Bansdroni,2500.0
2.4,5.0,Bansdroni,3800.0
2.4,5.0,Bansdroni,3800.0
1.0,5.0,Bansdroni,2500.0
0.35,2.0,Bansdroni,850.0
0.35,2.0,Bansdroni,850.0
1.9,4.0,Bansdroni,11278.0
1.9,4.0,Bansdroni,11278.0
0.55,3.0,Bansdroni,1440.0
0.55,3.0,Bansdroni,1440.0
1.3,4.0,Bansdroni,2500.0
1.3,4.0,Bansdroni,2500.0
1.0,10.0,Bansdroni,4000.0
1.0,10.0,Bansdroni,4000.0
0.55,4.0,Bansdroni,2500.0
0.55,4.0,Bansdroni,2500.0
0.6,3.0,Bantala,1440.0
0.6,3.0,Bantala,1440.0
1.25,9.0,Bantala,3000.0
1.25,9.0,Bantala,3000.0
1.25,9.0,Bantala,3000.0
0.2,3.0,Barabazar Market,1000.0
0.2,3.0,Barabazar Market,1000.0
1.0,3.0,Barabazar Market,1000.0
1.0,3.0,Barabazar Market,1000.0
8.5,10.5,Barabazar Market,4680.0
8.5,5.0,Barabazar Market,4680.0
8.5,10.5,Barabazar Market,4680.0
8.5,5.0,Barabazar Market,4680.0
20.0,6.0,Barabazar Market,7200.0
20.0,6.0,Barabazar Market,7200.0
0.27,2.0,Baranagar,774.0
0.27,2.0,Baranagar,774.0
0.7,2.0,Baranagar,800.0
0.7,2.0,Baranagar,800.0
0.19,2.0,Baranagar,624.0
0.19,2.0,Baranagar,624.0
1.05,5.0,Baranagar,1784.0
3.0,7.0,Baranagar,3600.0
1.05,5.0,Baranagar,1784.0
3.0,7.0,Baranagar,3600.0
0.8,5.0,Baranagar,2520.0
0.8,5.0,Baranagar,2520.0
0.7,5.0,Baranagar,2200.0
0.7,5.0,Baranagar,2200.0
0.401,2.0,Barasat,770.0
0.401,2.0,Barasat,770.0
0.38,4.0,Barasat,1000.0
0.38,4.0,Barasat,1000.0
1.54,4.0,Barasat,4005.0
1.54,4.0,Barasat,4005.0
0.35,2.0,Barasat,940.0
0.35,2.0,Barasat,940.0
2.1,5.0,Barasat,15000.0
2.1,5.0,Barasat,15000.0
0.38,2.0,Barasat,900.0
0.36,3.0,Barasat,1180.0
0.38,2.0,Barasat,900.0
0.36,3.0,Barasat,1180.0
0.65,5.0,Barasat,2279.0
0.65,5.0,Barasat,2279.0
0.37,2.0,Barasat,950.0
0.37,2.0,Barasat,950.0
0.55,5.0,Barasat,2000.0
0.55,5.0,Barasat,2000.0
0.45,2.0,Barasat,1200.0
0.45,2.0,Barasat,1200.0
2.1,10.0,Barasat,3850.0
2.1,10.0,Barasat,3850.0
0.8,6.0,Barasat,1500.0
1.2,5.0,Barasat,2159.0
1.2,5.0,Barasat,2159.0
1.0,6.0,Barasat,2000.0
0.16,3.0,Barasat,1000.0
1.5,7.0,Barasat,4888.0
1.5,7.0,Barasat,4888.0
1.05,8.0,Barasat,3700.0
1.05,8.0,Barasat,3700.0
0.9,5.0,Barisha,3100.0
0.9,5.0,Barisha,3100.0
1.8,8.0,Barisha,4140.0
1.8,8.0,Barisha,4140.0
0.75,3.0,Barisha,1100.0
0.75,3.0,Barisha,1100.0
1.5,7.0,Barisha,4200.0
1.5,7.0,Barisha,4200.0
1.1,3.0,Barisha,2000.0
1.1,3.0,Barisha,2000.0
1.3,7.0,Barisha,4500.0
1.3,7.0,Barisha,4500.0
0.7,2.0,Barisha,2200.0
0.7,2.0,Barisha,2200.0
0.7,4.0,Barisha,1600.0
0.45,3.0,Barrackpore,1400.0
0.55,4.0,Barrackpore,1400.0
0.67,4.0,Barrackpore,1440.0
0.55,4.0,Barrackpore,1400.0
0.67,4.0,Barrackpore,1440.0
0.7,3.0,Barrackpore,2420.0
0.7,3.0,Barrackpore,2420.0
0.55,2.0,Barrackpore,800.0
0.55,2.0,Barrackpore,800.0
0.42,2.0,Barrackpore,1150.0
0.4,3.0,Barrackpore,1500.0
0.42,2.0,Barrackpore,1150.0
0.4,3.0,Barrackpore,1500.0
0.5,3.0,Barrackpore,1215.0
0.5,3.0,Barrackpore,1215.0
0.15,3.0,Barrackpore,1500.0
0.15,3.0,Barrackpore,1500.0
1.12,7.0,Barrackpore,2800.0
1.12,7.0,Barrackpore,2800.0
0.55,4.0,Barrackpore,1600.0
1.0,6.0,Barrackpore,2500.0
0.55,4.0,Barrackpore,1600.0
1.0,6.0,Barrackpore,2500.0
1.4,8.0,Barrackpore,3350.0
1.4,8.0,Barrackpore,3350.0
0.4,3.0,Barrackpore,1400.0
0.4,3.0,Barrackpore,1400.0
0.7,5.0,Barrackpore,3000.0
0.7,5.0,Barrackpore,3000.0
0.45,3.0,Barrackpore,3000.0
0.45,3.0,Barrackpore,3000.0
0.45,3.0,Barrackpore,1200.0
0.45,3.0,Barrackpore,1200.0
1.0,5.0,Barrackpore,2400.0
1.0,5.0,Barrackpore,2400.0
1.5,7.0,Barrackpore,4320.0
1.5,7.0,Barrackpore,4320.0
1.0,6.0,Barrackpore,2300.0
1.44,8.0,Barrackpore,3200.0
1.44,8.0,Barrackpore,3200.0
1.5,6.0,Barrackpore,3600.0
0.25,4.0,Baruipur,3500.0
0.25,4.0,Baruipur,3500.0
0.265,3.0,Baruipur,1100.0
0.265,3.0,Baruipur,1100.0
1.4,9.0,Baruipur,3000.0
1.4,9.0,Baruipur,3000.0
1.15,8.0,Baruipur P,4500.0
1.15,8.0,Baruipur P,4500.0
0.14,2.0,Baruipur P,770.0
0.14,2.0,Baruipur P,750.0
0.14,2.0,Baruipur P,770.0
0.14,2.0,Baruipur P,750.0
0.39,2.0,Basirhat,2200.0
0.39,2.0,Basirhat,2200.0
0.2,2.0,Basirhat,1000.0
0.2,2.0,Basirhat,1000.0
0.2,2.0,Basirhat,1000.0
3.5,10.0,Basirhat,12000.0
3.5,10.0,Basirhat,12000.0
0.99,5.0,Behala,2500.0
0.99,5.0,Behala,2500.0
0.8,5.0,Behala,2000.0
0.8,5.0,Behala,3000.0
0.8,5.0,Behala,2000.0
0.8,5.0,Behala,3000.0
2.5,5.0,Behala,3600.0
0.7,4.0,Behala,1080.0
2.5,5.0,Behala,3600.0
0.7,4.0,Behala,1080.0
1.3,5.0,Behala,1700.0
1.3,5.0,Behala,1700.0
0.7,4.0,Behala,2700.0
2.2,5.0,Behala,3600.0
0.7,4.0,Behala,2700.0
2.2,5.0,Behala,3600.0
1.1,5.0,Behala,2700.0
1.1,5.0,Behala,2700.0
2.25,5.0,Behala,2800.0
0.9,6.0,Behala,3900.0
0.9,6.0,Behala,3000.0
1.5,8.0,Behala,3600.0
2.25,5.0,Behala,2800.0
0.9,6.0,Behala,3900.0
0.9,6.0,Behala,3000.0
1.5,8.0,Behala,3600.0
0.95,4.0,Behala,2800.0
0.95,4.0,Behala,2800.0
1.75,6.0,Behala,5000.0
1.75,6.0,Behala,5000.0
0.8,5.0,Behala,2800.0
0.8,5.0,Behala,2800.0
1.65,6.0,Behala,4320.0
1.65,6.0,Behala,4320.0
5.0,6.0,Behala,7000.0
5.0,6.0,Behala,7000.0
0.88,5.0,Behala,1250.0
0.88,5.0,Behala,1250.0
1.0,5.0,Behala,1600.0
1.0,5.0,Behala,1600.0
0.7,6.0,Behala,2200.0
0.7,6.0,Behala,2200.0
0.6,3.0,Behala,2200.0
0.6,3.0,Behala,2200.0
0.88,4.0,Behala,1500.0
0.88,4.0,Behala,1500.0
0.5,2.0,Behala,800.0
1.2,5.0,Behala,3200.0
0.5,2.0,Behala,800.0
1.2,5.0,Behala,3200.0
0.32,4.0,Behala,1300.0
0.32,4.0,Behala,1300.0
0.35,2.0,Behala,1200.0
0.35,2.0,Behala,1200.0
0.43,3.0,Behala,1040.0
0.43,3.0,Behala,1040.0
0.8,3.0,Behala,2000.0
0.8,3.0,Behala,2000.0
0.75,6.0,Behala,2000.0
0.75,6.0,Behala,2000.0
0.42,4.0,Behala,1079.0
0.8,1.0,Behala,2800.0
0.42,4.0,Behala,1079.0
0.8,1.0,Behala,2800.0
0.65,4.0,Behala,2970.0
0.65,4.0,Behala,2970.0
0.4,3.0,Behala,1000.0
0.4,3.0,Behala,1000.0
0.75,2.0,Behala,2277.0
0.75,2.0,Behala,2277.0
0.17,2.0,Behala,1080.0
0.17,2.0,Behala,1080.0
5.95,7.0,Behala,7000.0
5.95,7.0,Behala,7000.0
0.31,2.0,Behala,1440.0
0.31,2.0,Behala,1440.0
0.63,1.0,Behala,450.0
0.63,1.0,Behala,450.0
0.4,2.0,Behala,900.0
0.4,2.0,Behala,900.0
1.4,4.0,Behala,6000.0
1.4,4.0,Behala,3000.0
1.4,4.0,Behala,6000.0
1.4,4.0,Behala,3000.0
0.99,8.0,Behala,4620.0
0.99,8.0,Behala,2480.0
0.83,3.0,Behala,1700.0
1.0,3.0,Behala,3000.0
1.0,3.0,Behala,3000.0
0.85,1.0,Behala,1800.0
0.85,1.0,Behala,1800.0
1.5,8.0,Behala,3000.0
1.5,8.0,Behala,3000.0
1.4,10.0,Behala,2520.0
1.4,10.0,Behala,2520.0
4.2,5.0,Belgachia,2880.0
4.2,5.0,Belgachia,2880.0
0.87,5.0,Belghoria,2500.0
0.87,5.0,Belghoria,2500.0
0.33,4.0,Belghoria,1080.0
0.33,4.0,Belghoria,1080.0
0.66,5.0,Belghoria,3000.0
0.66,5.0,Belghoria,3000.0
0.75,4.0,Belghoria,2400.0
0.75,4.0,Belghoria,2400.0
0.72,4.0,Belghoria,1465.0
0.72,4.0,Belghoria,1465.0
0.7,5.0,Belghoria,1620.0
0.7,5.0,Belghoria,1620.0
1.3,10.0,Belghoria,5400.0
